CustomerID,City,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,Revenue_Per_Month,Tenure_Group,Charge_Group,Cluster,Customer Segment,Predicted_Churn_Probability
3871-IKPYH,Camarillo,Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.1,69.1,Yes,1,83,2767,Moved,34.55,0-1 Year,Medium,2,At Risk Customers,0.8139371
9025-AOMKI,Carpinteria,Female,No,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.55,536.4,Yes,1,71,5617,Moved,76.62857142857142,0-1 Year,Very High,1,Loyal Customers,0.82464767
5275-SQEIZ,Ojai,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,80.85,80.85,Yes,1,77,3096,Competitor had better devices,40.425,0-1 Year,High,2,At Risk Customers,0.8527093
1304-NECVQ,Somis,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.55,149.55,Yes,1,92,5203,Competitor made better offer,49.85,0-1 Year,High,1,Loyal Customers,0.78413725
8945-GRKHX,Santa Barbara,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.65,78.65,Yes,1,81,2728,Competitor had better devices,39.325,0-1 Year,High,2,At Risk Customers,0.8434072
4587-VVTOX,Frazier Park,Female,No,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,545.2,Yes,1,90,4163,Competitor offered more data,77.88571428571429,0-1 Year,Very High,1,Loyal Customers,0.8765775
8972-HJWNV,Huron,Female,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.55,646.85,Yes,1,80,5245,Competitor made better offer,80.85625,0-1 Year,High,1,Loyal Customers,0.8265543
1334-FJSVR,Sequoia National Park,Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.25,24.25,Yes,1,85,2846,Lack of self-service on Website,12.125,0-1 Year,Low,2,At Risk Customers,0.71300054
1731-TVIUK,Tipton,Female,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.5,362.2,Yes,1,73,4554,Limited range of services,72.44,0-1 Year,Very High,1,Loyal Customers,0.75341225
6615-NGGZJ,Buellton,Male,No,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.55,1415.55,Yes,1,72,5224,Service dissatisfaction,94.37,1-2 Years,Very High,1,Loyal Customers,0.7215577
3329-WDIOK,Edwards,Female,No,No,No,3,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.6,155.35,Yes,1,83,4800,Poor expertise of online support,38.8375,0-1 Year,Medium,1,Loyal Customers,0.70305693
1915-IOFGU,Keene,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.5,70.5,Yes,1,90,4123,Competitor offered higher download speeds,35.25,0-1 Year,High,1,Loyal Customers,0.7687302
3045-XETSH,Lake Hughes,Female,No,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.85,953.45,Yes,1,97,3074,Competitor offered more data,86.67727272727274,0-1 Year,Very High,2,At Risk Customers,0.7608132
7665-TOALD,Trona,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,Yes,1,79,2412,Competitor offered higher download speeds,34.8,0-1 Year,Medium,2,At Risk Customers,0.84802467
2777-PHDEI,Ahwahnee,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.05,78.05,Yes,1,98,3458,Competitor offered more data,39.025,0-1 Year,High,2,At Risk Customers,0.83450824
5597-GLBUC,Squaw Valley,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.45,85.45,Yes,1,95,4931,Lack of affordable download/upload speed,42.725,0-1 Year,High,1,Loyal Customers,0.8932939
4229-CZMLL,Salinas,Male,No,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,469.8,Yes,1,87,4160,Service dissatisfaction,67.11428571428571,0-1 Year,High,1,Loyal Customers,0.7292705
0495-ZBNGW,Loma Mar,Male,Yes,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.9,343.95,Yes,1,90,4324,Competitor offered more data,57.325,0-1 Year,High,1,Loyal Customers,0.77723354
3737-GCSPV,Millbrae,Female,No,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.2,1222.05,Yes,1,92,3101,Competitor had better devices,101.8375,0-1 Year,Very High,2,At Risk Customers,0.71704286
5797-APWZC,San Francisco,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,90.6,Yes,1,92,2540,Competitor offered higher download speeds,45.3,0-1 Year,Very High,2,At Risk Customers,0.837158
4228-ZGYUW,San Francisco,Male,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,368.1,Yes,1,98,3212,Competitor offered more data,73.62,0-1 Year,Very High,2,At Risk Customers,0.7921076
3519-ZKXGG,San Francisco,Female,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,256.6,Yes,1,79,4062,Competitor offered more data,64.15,0-1 Year,High,1,Loyal Customers,0.7784824
6416-TVAIH,San Francisco,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.5,68.5,Yes,1,89,5753,Competitor offered more data,34.25,0-1 Year,Medium,1,Loyal Customers,0.874111
3066-RRJIO,San Francisco,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.95,69.95,Yes,1,65,5341,Competitor made better offer,34.975,0-1 Year,Medium,1,Loyal Customers,0.7872857
1567-DSCIC,San Mateo,Male,No,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.0,773.65,Yes,1,71,2632,Product dissatisfaction,85.96111111111111,0-1 Year,Very High,2,At Risk Customers,0.7934529
9019-QVLZD,Oakland,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.55,79.55,Yes,1,81,5082,Competitor made better offer,39.775,0-1 Year,High,1,Loyal Customers,0.78962183
1455-ESIQH,Oakland,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.1,89.1,Yes,1,79,2905,Moved,44.55,0-1 Year,High,2,At Risk Customers,0.8294958
7130-VTEWQ,San Rafael,Female,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.75,606.25,Yes,1,92,4174,Competitor offered more data,67.36111111111111,0-1 Year,High,1,Loyal Customers,0.70143855
7903-CMPEY,Corte Madera,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.3,80.3,Yes,1,87,4138,Competitor had better devices,40.15,0-1 Year,High,1,Loyal Customers,0.85592157
6996-KNSML,Cotati,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,74.9,Yes,1,73,5919,Competitor had better devices,37.45,0-1 Year,High,1,Loyal Customers,0.8465132
0023-HGHWL,Morgan Hill,Male,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.1,25.1,Yes,1,85,5437,Competitor made better offer,12.55,0-1 Year,Low,1,Loyal Customers,0.75554436
8417-FMLZI,Santa Cruz,Male,No,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.55,477.55,Yes,1,91,4242,Product dissatisfaction,68.22142857142858,0-1 Year,High,1,Loyal Customers,0.7263688
0515-YPMCW,San Jose,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,1,90,3525,Lack of self-service on Website,35.225,0-1 Year,High,2,At Risk Customers,0.8197622
5449-FIBXJ,San Jose,Male,No,Yes,No,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.3,2012.7,Yes,1,67,2349,Lack of affordable download/upload speed,100.635,1-2 Years,Very High,2,At Risk Customers,0.7136946
6161-UUUTA,Stockton,Male,Yes,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.9,260.9,Yes,1,97,4367,Price too high,65.225,0-1 Year,High,1,Loyal Customers,0.70013577
1455-UGQVH,Acampo,Male,No,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,1037.75,Yes,1,91,4501,Lack of self-service on Website,94.3409090909091,0-1 Year,Very High,1,Loyal Customers,0.920576
3178-FESZO,Clements,Female,No,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.25,100.25,Yes,1,100,5797,Don't know,50.125,0-1 Year,Very High,1,Loyal Customers,0.92035055
4603-JANFB,Glencoe,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,69.85,Yes,1,97,4548,Poor expertise of online support,34.925,0-1 Year,Medium,1,Loyal Customers,0.86847097
7908-QCBCA,Atwater,Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.4,69.4,Yes,1,65,2404,Competitor had better devices,34.7,0-1 Year,Medium,2,At Risk Customers,0.80280966
6711-FLDFB,Big Oak Flat,Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,541.15,Yes,1,68,5159,Competitor had better devices,67.64375,0-1 Year,High,1,Loyal Customers,0.7139589
4702-IOQDC,Gustine,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,70.1,Yes,1,100,2007,Competitor offered higher download speeds,35.05,0-1 Year,Medium,2,At Risk Customers,0.7816448
2013-SGDXK,Mariposa,Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,84.3,84.3,Yes,1,78,2172,Competitor offered more data,42.15,0-1 Year,High,2,At Risk Customers,0.8067392
2012-NWRPA,Modesto,Female,Yes,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.55,1131.2,Yes,1,71,3172,Competitor made better offer,94.26666666666668,0-1 Year,Very High,2,At Risk Customers,0.90465176
8808-ELEHO,Modesto,Male,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.25,585.95,Yes,1,72,3812,Price too high,65.10555555555555,0-1 Year,High,2,At Risk Customers,0.74247044
3934-HXCFZ,Pinecrest,Male,No,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,99.25,2186.4,Yes,1,76,5338,Service dissatisfaction,91.1,1-2 Years,Very High,1,Loyal Customers,0.7195392
4910-AQFFX,Soulsbyville,Male,No,Yes,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.35,661.25,Yes,1,93,4533,Network reliability,66.125,0-1 Year,High,1,Loyal Customers,0.7167964
9647-ERGBE,Turlock,Female,No,Yes,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3046.15,Yes,1,100,4664,Lack of affordable download/upload speed,98.26290322580644,2-4 Years,Very High,0,Champions,0.7218214
3428-XZMAZ,Turlock,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,69.35,Yes,1,91,5796,Long distance charges,34.675,0-1 Year,Medium,1,Loyal Customers,0.8618927
0318-QUUOB,Santa Rosa,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,Yes,1,91,4273,Service dissatisfaction,40.275,0-1 Year,High,1,Loyal Customers,0.9511181
5520-FVEWJ,Santa Rosa,Female,No,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.5,916.9,Yes,1,84,4154,Lack of self-service on Website,70.53076923076922,0-1 Year,High,1,Loyal Customers,0.91547
5572-ZDXHY,Santa Rosa,Female,No,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.3,1855.65,Yes,1,85,5313,Network reliability,80.6804347826087,1-2 Years,High,1,Loyal Customers,0.7297346
3750-CKVKH,Clearlake Oaks,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.75,116.65,Yes,1,71,2299,Don't know,38.88333333333333,0-1 Year,Medium,2,At Risk Customers,0.73744285
1069-XAIEM,Mendocino,Female,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,85.05,Yes,1,96,2975,Competitor had better devices,42.525,0-1 Year,High,2,At Risk Customers,0.92627794
3440-JPSCL,Sonoma,Female,No,No,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.95,547.65,Yes,1,87,3722,Competitor offered higher download speeds,78.23571428571428,0-1 Year,Very High,2,At Risk Customers,0.74721235
4290-BSXUX,Fields Landing,Male,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.65,251.75,Yes,1,87,5036,Competitor offered more data,62.9375,0-1 Year,High,1,Loyal Customers,0.7283506
0325-XBFAC,Hoopa,Male,No,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,740.3,Yes,1,94,5811,Competitor offered more data,82.25555555555555,0-1 Year,Very High,1,Loyal Customers,0.72062105
2462-XIIJB,Miranda,Male,No,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.5,452.7,Yes,1,73,2810,Competitor offered more data,75.45,0-1 Year,Very High,2,At Risk Customers,0.8230392
7817-BOQPW,Rio Dell,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,166.3,Yes,1,77,4320,Competitor made better offer,55.43333333333334,0-1 Year,High,1,Loyal Customers,0.76308846
1853-UDXBW,Samoa,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,70.0,Yes,1,85,2485,Price too high,35.0,0-1 Year,Medium,2,At Risk Customers,0.8570868
0722-TROQR,Davis,Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,321.75,Yes,1,78,2122,Lack of affordable download/upload speed,64.35,0-1 Year,High,2,At Risk Customers,0.70411
3393-FMZPV,Elverta,Female,No,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,2387.75,Yes,1,74,2195,Extra data charges,91.83653846153848,2-4 Years,Very High,2,At Risk Customers,0.7377703
8443-WVPSS,Galt,Male,No,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.85,990.9,Yes,1,69,4243,Service dissatisfaction,90.08181818181818,0-1 Year,Very High,1,Loyal Customers,0.7941632
3006-XIMLN,Garden Valley,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.2,193.8,Yes,1,79,5299,Lack of self-service on Website,64.60000000000001,0-1 Year,Very High,1,Loyal Customers,0.8643597
9965-YOKZB,Grizzly Flats,Male,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.85,790.15,Yes,1,71,3723,Network reliability,79.015,0-1 Year,High,2,At Risk Customers,0.75881577
4274-OWWYO,Walnut Grove,Male,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,74.35,Yes,1,66,5633,Deceased,37.175,0-1 Year,High,1,Loyal Customers,0.85177195
2369-UAPKZ,Meadow Vista,Male,No,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,104.1,541.9,Yes,1,76,3131,Moved,90.31666666666666,0-1 Year,Very High,2,At Risk Customers,0.7299488
0637-KVDLV,Elk Grove,Male,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,162.45,Yes,1,80,5944,Don't know,54.15,0-1 Year,High,1,Loyal Customers,0.7709894
8740-CRYFY,Sacramento,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.95,78.95,Yes,1,75,2038,Competitor offered higher download speeds,39.475,0-1 Year,High,2,At Risk Customers,0.87510335
1678-FYZOW,Sacramento,Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.4,244.65,Yes,1,97,2448,Competitor offered higher download speeds,61.1625,0-1 Year,High,2,At Risk Customers,0.70320946
9300-AGZNL,Elk Creek,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,94.0,Yes,1,67,4176,Product dissatisfaction,47.0,0-1 Year,Very High,1,Loyal Customers,0.9203426
3389-YGYAI,Princeton,Female,Yes,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,829.55,Yes,1,72,5546,Price too high,92.17222222222222,0-1 Year,Very High,1,Loyal Customers,0.8285714
5134-IKDAY,Twain,Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,69.8,Yes,1,96,2123,Service dissatisfaction,34.9,0-1 Year,Medium,2,At Risk Customers,0.8619357
5380-AFSSK,Bella Vista,Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.9,486.85,Yes,1,92,5435,Don't know,81.14166666666667,0-1 Year,Very High,1,Loyal Customers,0.81993866
5923-GXUOC,Hayfork,Male,No,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,1081.45,Yes,1,84,5035,Competitor made better offer,98.31363636363636,0-1 Year,Very High,1,Loyal Customers,0.82280886
3765-JXVKY,Paynes Creek,Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,Yes,1,75,4692,Competitor offered more data,37.35,0-1 Year,High,1,Loyal Customers,0.86640215
7330-WZLNC,Red Bluff,Female,No,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.8,455.5,Yes,1,73,5090,Competitor offered more data,75.91666666666667,0-1 Year,Very High,1,Loyal Customers,0.81734294
5378-IKEEG,Eagleville,Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.75,35.75,Yes,1,70,3351,Price too high,17.875,0-1 Year,Medium,2,At Risk Customers,0.7390371
6892-EZDTG,Kings Beach,Female,No,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,365.4,Yes,1,90,2140,Extra data charges,73.08,0-1 Year,Very High,2,At Risk Customers,0.85134023
9725-SCPZG,South Lake Tahoe,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.85,90.85,Yes,1,80,5086,Price too high,45.425,0-1 Year,Very High,1,Loyal Customers,0.897267
5884-GCYMI,Truckee,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.4,69.4,Yes,1,84,2847,Product dissatisfaction,34.7,0-1 Year,Medium,2,At Risk Customers,0.7400885
3217-FZDMN,Los Angeles,Female,Yes,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.45,742.95,Yes,1,83,3676,Service dissatisfaction,82.55000000000001,0-1 Year,Very High,2,At Risk Customers,0.7213312
6653-CBBOM,Compton,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,70.3,Yes,1,88,5963,Service dissatisfaction,35.15,0-1 Year,Medium,1,Loyal Customers,0.70717454
3247-ZVOUO,Downey,Male,Yes,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.55,851.75,Yes,1,81,3336,Lack of self-service on Website,77.43181818181819,0-1 Year,High,2,At Risk Customers,0.7265049
8943-URTMR,Lawndale,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.65,152.7,Yes,1,100,5082,Lack of affordable download/upload speed,50.9,0-1 Year,High,1,Loyal Customers,0.7052987
4713-LZDRV,Malibu,Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,195.05,Yes,1,94,4322,Long distance charges,65.01666666666667,0-1 Year,High,1,Loyal Customers,0.7583877
6502-HCJTI,Lakewood,Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.7,673.1,Yes,1,75,3591,Attitude of service provider,84.1375,0-1 Year,Very High,2,At Risk Customers,0.7528209
8258-GSTJK,San Pedro,Male,Yes,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.0,237.75,Yes,1,96,3128,Attitude of service provider,59.4375,0-1 Year,High,2,At Risk Customers,0.74343616
9940-RHLFB,Sunset Beach,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.3,75.3,Yes,1,66,2176,Competitor made better offer,37.65,0-1 Year,High,2,At Risk Customers,0.75886893
4759-TRPLW,Long Beach,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,70.4,Yes,1,70,4238,Competitor had better devices,35.2,0-1 Year,High,1,Loyal Customers,0.8670276
2982-VPSGI,South Pasadena,Female,No,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,1078.9,Yes,1,67,2120,Competitor made better offer,89.90833333333335,0-1 Year,Very High,2,At Risk Customers,0.8610878
6892-XPFPU,Pasadena,Male,Yes,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,2433.9,Yes,1,80,2104,Competitor offered higher download speeds,97.356,1-2 Years,Very High,2,At Risk Customers,0.77318287
9874-QLCLH,Northridge,Female,No,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,1743.5,Yes,1,79,2365,Competitor offered more data,96.86111111111111,1-2 Years,Very High,2,At Risk Customers,0.79539865
8062-YBDOE,Canyon Country,Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,Yes,1,78,5844,Don't know,34.825,0-1 Year,Medium,1,Loyal Customers,0.86297464
3776-EKTKM,Burbank,Female,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,36.45,36.45,Yes,1,96,5303,Service dissatisfaction,18.225,0-1 Year,Medium,1,Loyal Customers,0.76118535
8382-SHQEH,Rancho Cucamonga,Female,No,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,764.95,Yes,1,85,2656,Long distance charges,84.99444444444445,0-1 Year,High,2,At Risk Customers,0.82623225
2983-ZANRP,La Puente,Female,No,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.55,145.4,Yes,1,97,5799,Extra data charges,48.46666666666667,0-1 Year,High,1,Loyal Customers,0.72028905
1075-BGWOH,Rosemead,Male,Yes,Yes,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,1587.55,Yes,1,87,3392,Lack of self-service on Website,93.38529411764704,1-2 Years,Very High,2,At Risk Customers,0.7973176
0302-JOIVN,San Gabriel,Female,No,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,842.9,Yes,1,76,2750,Network reliability,93.65555555555557,0-1 Year,Very High,2,At Risk Customers,0.71900487
1981-INRFU,Boulevard,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.75,164.5,Yes,1,98,5172,Don't know,54.833333333333336,0-1 Year,High,1,Loyal Customers,0.73132455
8780-IXSTS,Carlsbad,Female,No,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,521.3,Yes,1,71,5656,Competitor made better offer,74.47142857142856,0-1 Year,Very High,1,Loyal Customers,0.8261025
3049-SOLAY,Fallbrook,Female,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.2,292.85,Yes,1,86,4176,Competitor offered higher download speeds,73.2125,0-1 Year,Very High,1,Loyal Customers,0.87049747
8058-INTPH,Oceanside,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.65,79.65,Yes,1,71,2119,Competitor offered more data,39.825,0-1 Year,High,2,At Risk Customers,0.88005745
8821-XNHVZ,Solana Beach,Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.05,80.05,Yes,1,82,2943,Competitor offered more data,40.025,0-1 Year,High,2,At Risk Customers,0.8562101
